id_perfil;clase;lugares
MDNXDQLL7A57TNJKLFAH6DBUHA;World;Berlin Germany - Texas
ME3GGS6FL4NIWOG4XBYDN2JDCI;USA only;Gilbert, AZ
MEXT4O6LPCJ45LZCCYFDXPIW2M;Non-USA;North Australia
MG3EHLZNI5IAASZPIR4I4EYCNE;Non-USA;Davao, Philippines
MH436A7G3P6MSLUNP7RJV6SFCE;USA only;Bellingham, Washington
MH5VWAVJLHKM6LFQ53IWVLRIFE;Non-USA;philippines
MHUIZHJSZUCO7CEEH4P5A7VI7Y;Undetermined;none
MIV3OM6IPNILPWZBYUBM6GHWNM;Non-USA;Dubai
MKAASZMKORGZZU7MJM3CSRBHBI;Non-USA;Poland
MKMNMFNYNQTXNMMXWDDTQKXTAM;USA only;CA 
MKMYNN7X34GDZ4BAYTM7JZGLLI;Undetermined;none
MKPVRVWNKD5WERANL45AC7FCHU;USA only;California
MLRZKTLWDV3MM3ROLK236Y6C5U;Undetermined;none
MNABSFR7MIVF5TCTLTDEAR2UXQ;Non-USA;London
MO4Y4ZOB2T7C2CJQY5OE7QIEZQ;Non-USA;NZ
MO7PYMJZAKQMX37I3FB5JZUVIQ;Undetermined;none
MORB67OUG4TBIV5L3AQOCHYMAU;Undetermined;none
MOSKZATPVOWUSB2MZLQQRNYDUU;USA only; Boston, MA
MP72HZT6NVKKSY3HWGDI2IRCNI;Undetermined;none
MPPSS7EMPNKZEKFE7CGXG2ZHXM;USA only;California
MQZ4YRPABSRYS3EVBWNUIKNZTE;USA only;Utah
MRDGPKTJEOKTQZ7LFI4FST5ZLY;USA only;Pittsburgh, Pa
MRZTDEGRUQZ2HT6TCKNVJCJEQM;Non-USA;Australia 
MS6ES2FICDVO5AXG4CZL25QIBQ;USA only;Texas
MSGAVREGXPXNNLXU4XFXSXD5HI;Undetermined;none
MTNDYYEED7PLKWN2WJOC32I4SE;USA only;Oregon
MTQ5PVR7PBCS2AS3VFKQDI4NXE;Non-USA;canada 
MTSPZTGOBKISXMC5ISR5O5YHV4;USA only;United States
MUA4IANELXBPEYDX7CUB3JHKRU;Non-USA;Melbourne Australia
MVEBVPJ7TQISVBGYAKSTRWKD4M;USA only;USA
MW3QAJKYD7AJIDYKSXHVQNTKUI;Non-USA;France
MWIGTM7J7OGSECKEQISUDQLB54;Non-USA;wanaka 
MWWO7ZI4UKZPTPKRVW4HCNPOBA;Non-USA;germany
MX2MFTO4H2FZZIQFNIHHM2BN5M;USA only;TEXAS
MXGW4IDPVGZUCFQRNTMDTEJLBY;Undetermined;none
MXLDWJM7PF3IBYPH5IGT5XSL5U;Non-USA;Seoul
MXSWRS7DOM6NNUBTYMSUD6NZ5Y;USA only;Greenville Texas
MXVKPVFIFHEWUVOUO4GLKWDAQM;USA only;Texas
MYP6ANSKOUYIT53M3PLBMUP2QM;USA only;MN USA 
MYRL4QQCWVMP2VOIVDKBYRUTDQ;USA only;Georgia
MYUG7EX7HIA6LC27OFS7N3B6HQ;Undetermined;none
N2S6ZGIKOX55K4KIUS7YGCHEKE;Undetermined;none
N3FPFZVQHK3EQGFV5GDZIGSQ34;World;Australia / the states
N3FZVMQ75ZPDG6IJFAAT2JBOMM;USA only;Lexington KY
N4P6275Q52JH5TDTSAJ2LVFSEE;Undetermined;none
N523BJ7OT3YYJGXMAZQTEWRWDA;USA only;California
N5HY2PDK5GQRCAJHBGHUFKD4OY;USA only;Texas
N5KEDJ3HMQK3JSUOWOZEFD7NTM;Non-USA;Belgian - Italy
N5P2MKEEEYRZISPY3YBQAGPB4Y;USA only;City of chicago
N664B6VW74PK5FOJMF546HBJDA;USA only;nc
N66KXC6C35YRAP2YC4TFVEKLUI;USA only;Illinois - New York
N6DLXPQQ44DPZF3LONXJ7ALY6A;Undetermined;none
N7GG7PZKCXBLRLJ5C7MT2WGNO4;Undetermined;none
N7ZTDVOXUAGVPQIO6YCPGTU26M;Non-USA;INDIA
NAX7CMTPWBTVKWCXY47WTX2QJQ;Undetermined;none
NB5WRRKXORYSYP4BPRNBTPUHX4;USA only;Tennessee
NBEVRTRQUX4R3OYKLXBP3VIKCQ;Undetermined;none
NBJY446AZDDKP6C43WOGMMAQAA;Non-USA;Montreal
NCGUXRMNIE3BMBU427REQWCHVY;USA only;ROSEVILLE, CA
NEB4I4WKFYAP3SX3D7GMNH2SJE;USA only;Brooklyn - florida
NEOTRMH4XT7LAME2BEY6ALPSXM;Undetermined;none
NEWBKMEHTJ3LGVJTR5ARF22MJI;Non-USA;Uganda 
NF25FBTAQDUTTTIVYZS6PWBIWI;Undetermined;none
NGQ2WFL4PBO7VAFJD7ZMHVEF3I;Non-USA;Plymouth in England
NGW3BDZOCHON6HZ62GCHOTDBE4;Undetermined;none
NH5MZID4UG2D2MJWFJNDHWHHXA;Non-USA;Canada
NIFAFVW4NXN5IOKFQ7MOXFU3LY;USA only;wyoming
NIG7M2AQCQK7N52NHOGLNQTZS4;Undetermined;none
NIGZMPAJPADEBGHE2FEJEXZLOA;USA only;Avondale,Arizona
NJCA7QROK7LUTBHGRUD2SMBXUQ;USA only; East Coast of the US
NJGAGGKDHQSSC3KQLL75HHDLMQ;Undetermined;none
NKBTPVOXCULRDU6PZ7ISZOBQ4I;Non-USA;Bulgaria
NKIR6DDIWAZNLJ3GDUHSZIG2LU;Undetermined;none
NKLU5BOVNNLBWCKLK4TXYQ6WYU;USA only;Los Angeles, CA
NLASXD3MUEDPXS6ORZTS4AAZ3A;Non-USA;Bandung City, Indonesia
NLVHORNWW23BKEH64CAXNTUSDQ;USA only;New York
NNX7AC4MEUFCB3RLDB4WEQ2PY4;Undetermined;none
NO3RUER33SCFX3H7WKNR4N7IBA;USA only;West Chester,PA
NOILYE5FVC54X6IO2Z442BDX7E;USA only;IN LAKE WORTH FLORIDA
NOMHUCWMY3WXEMFJW3GTK7I4ZY;USA only;Hawaii 
NOWHIIYW5NJWKJX2ZRG4H57QPU;World;Germany - US 
NPQ7S5KLGXLT34PQJV3HJODOEU;USA only;Texas
NQ5GP7VBYDTT56JDNF4BIQ336E;USA only;Virginia
NQDH3655IFXS3IRQGJIQITYGJE;Undetermined;none
NQQ4FJUAYX6SO6RYGF6EOJEAJM;Undetermined;none
NSHUWMWHJ5GRCPKCKS7KH5FPMU;Non-USA;Jersey
NSKNKJ42MIZSMWEPBXBOY4CI2Y;Non-USA;Glasgow
NTRNUFDBVZZKZTXDPLTU7OP2MQ;Undetermined;none
NU5LJ6YCY3R5DGDKEQMKNX3JVY;USA only;Wyoming
NUYMTIE2676E42TXTBAOA573KM;Undetermined;none
NVAAWJS37ARSQXZPCHLCY24QGM;Non-USA;Pakistan
NVAGPUND6D6YGERKTPTBQTYAOA;Undetermined;none
NVNP7PSXZIGN77SRZAV52PHR3Q;Non-USA;Asia,Singapore
NVRT6YCNHREELQCA65OZOKVNFA;World;Northwest, USA - South Korea
NW4H4ZMVMYY6WSWMCLXFTC5VVI;USA only;Norfolk
NWVY3MPQO3GYU52K3DHQAFUJGA;USA only;Miami
NXAIMAO5L6M3JCE64PG6LTMRM4;Non-USA;South Africa, Germiston
NYRDNGHB3K3BHYUZTUI6FELEWU;Undetermined;none
NYXQBEGDOUNGM4L4QDBWCHM4SM;World;Maryland - North of England
NZVNAZGM2CAETTI5M2ZAT6BYEQ;USA only;state of Louisiana
O2F3OUBE7KB6LOJUQZFLEQHPNI;USA only;texas
O3DWL6CZOBI2QL37RSDNDCOTTE;Undetermined;none
O4PHMPMPDOH25FWMH6KE3WOZNE;USA only;Ohio 
O5P3K7O5JXEKRI4AHHQ3BOWVXQ;USA only;Delaware, United States
O65OTZU5RDNBJKHREM7MT2KAQ4;USA only;Oklahoma
O6VAWWBLM3VZFI3WSHCKYAVY74;USA only;Albuquerque, New Mexico
O6WKKD4GIQYBVIXMNKFPTMFY2A;USA only;Florida
O6X5I53VXMAERPYL7SZUGVA7FA;Undetermined;none
O7CGDI5ZMVI5BCV5TG2PFMPMN4;Non-USA;canada
O7GJUHB5OWD7A2IETWYKRJ6WBY;USA only;Orange County, California
O7XDXVVVJGQXBUGKWIKMAYZ6VI;Undetermined;none
OA2K34BSAXA7PWPJKA7PJCOJLE;USA only;new york city
OABFXBXRYSNXWGLFSRRBO67E7M;Non-USA;Athens
OAFSDW3QSV4WVGVYV2EZ6W3TJI;USA only;Idaho - California 
OB5E257A4KYL54TFLGGXGNFNG4;USA only;California 
OBP4WSMZ5FBYTC7GLSX75R37EI;Undetermined;none
OBQNFTCJNAFCMGFMH4IXU6DJTM;USA only;Minnesota
OBVFNWWSWKIW46XT5KWUBBGO7I;Undetermined;none
ODR6ERAYNW2KYK3DZYMQEPAENE;USA only;cleveland ohio
OELNHN4L7H2KFRY6B4XOTCQVY4;USA only;california 
OFGH2TMCD4OAWZRBTKEBMH5YGI;Non-USA;Saudi Arabia
OFP2JZHQAAFZFRK27HXIUURKB4;Non-USA;IRAN 
OFWSGNJCRDADGGYFB77TD5MSWU;Non-USA;Czech republic
OG63ZBQGWUGO225ZY6H4UB62RI;Undetermined;none
OGEOUCU3RV5PVOZW7FUD4U42FA;USA only;Mississippi 
OGQ6O7OKHNQ5LMGID23XYGUENA;Non-USA;Sydney Australia
OGXJC4VDFZEP47PFBZTH2NWX44;USA only;New Orleans, LA
OH4UBZ7SOMKAG6PPCKOVUEHZBI;USA only;DC
OK2VJ3OYGWLH33QCA6A2KJXF6U;USA only;DC 
OKTEDOLR67INQP546BY24LJSII;USA only;San Jose
OLW56STVLESLQUUID2CDXNSQGU;USA only;Atlanta 
OLYE3BWFTIG77RZFY5O2YAAMYQ;Non-USA; puerto rico
OMCCLJTDNOBGHJ2SP7SUBKYHNU;Non-USA;Philippines
OMRKO67YXYP6OEHCLRFVPFOJ4Q;Undetermined;none
OMZLX7ZK4YTFMUWZAC62YTNRLQ;USA only;Minneapolis
OOBTU7IDRYT3X7VZMTYMLFDKHE;Undetermined;none
OQDMZUI4DUW7AB264SCJT2UAWU;Non-USA;Sydney
OR3K2UF4H7GTLSIMNA7T5ZJCPM;USA only;Texas 
ORAGEH2XHABQCWFDEU3YV6DFTU;USA only;Silicon Valley
OREIUSWZO73HSY63WDWP42VQM4;Undetermined;none
OTYDXM5FZIPIPQXNFPXP2GBZSM;USA only; South Mississippi
OWBBVOICKGUEMO4UBTPBCU7WKY;World; Islamabad, Pakistan - Arlington, Virginia 
OWIKCBLXZ2GIMYNDZI3XUMW75E;Non-USA;India
OWKUVC2QBIR3MSQ2WH3YIPVCRM;USA only;Houston, Texas
OWTOFUXPX7RIPHW2GHIUME3ETE;Undetermined;none
OWZZ4XQDLKPLUPO3QQQUZOFQ4E;Undetermined;none
OX4VTMSUIJCCN4AVRAZDEV3LNA;Non-USA;portuguesa 
OX5A5WYNFSWLYUWLYJ3RZYL2JA;Undetermined;none
OY5ZL2CHJPNYDW73Z7TZ4MX3G4;USA only;Ohio
OYGIFUFY6DJE5NKYZE7Z7HYZSI;USA only;Wisconsin  - California
OZ6ARFTF2TYDVWSSIUU4FTPNWU;USA only;Wisconsin 
OZGUTJHGOUNAB2563YA2ZFELPA;Non-USA;London 
OZK7CTXSHG6KRAS6ZVKBMYHFOE;USA only;florida
OZXS75FZUENBU54C3G3PUG6PQA;Non-USA;ireland 
P3LXFH2N46QSBC5MWBYKZRI57Y;USA only;chicago 
P3MIY4F2BZSIQV363LTJ75GP7Y;USA only;Missouri
P4FEV3WWYV7G3CT5SP2ZQPIZ7I;Undetermined;none
P4YKPA7IHU5DLWG67HICCAC4JA;USA only;Oklahoma  - San Diego, CA
P5MI3OPQZUWVUJWS5A2F4LUXKM;Non-USA;Germany
P5MPZKOW2A5AT5FDJ4QZ333AU4;USA only;Hollywood
P5RX3BHIQFZGM3J2HQRMNCTDZQ;Non-USA;Istanbul 
P7AEUZ2MSPM6QIXFYZIBJWNYPA;Undetermined;none
P7TKGOUYJGQMKH5GJI6HCA7C3M;USA only;brooklyn ny - rockland county ny
P7WEJN5DER5SWELLBCQLT2SORY;Undetermined;none
P7ZGMPLSTPP5N4Y6USLONFIEKY;World;canada - usa  - india
PANDAPQVH4ROTJXTSXUHV54UFQ;USA only;Texas
PBB5UZROB2OHJKS232FUO6PHTY;Non-USA;INDIA
PCFWLMSGA3JA5GK4TXLF4SINXQ;Non-USA;Canada
PCTA7CERW2OCASNL6FWBWOT37E;Undetermined;none
PDTL2U2LRJJXNIRKUMRMJTMTXI;Non-USA; Auckland New Zealand
PFDPIAE7WLOEQSG64MG5QU6RG4;USA only;New York State, U.S.A
PFG4SRVE5ZCS5N2IOVBO2Y3YYU;Non-USA;Indonesia
PH2Q6B4TBGLEN7O5LQ53SO6LPU;Undetermined;none
PHUTWE5CDZKBYKV4GJNHWIGE5M;Non-USA;Romania
PHVNOPINCMNDJB5ILZNX7ADSFY;Undetermined;none
PI4Y3N6F7FUG7G43Z5GQN73WUE;USA only;MERCED CALIFORNIA
PISTSFKZGEFXQNM4WK35MOMVSM;Non-USA;Scotland
PJ2ZAHRU3OG4FYDUYYDGNKI6QQ;USA only;Florida
PJ3EJRR4VAPJZFVKJZ4C6PSOE4;USA only;Detroit, Mi
PJCWGZ6HISQ4PTMVT7C5WHGJGY;Undetermined;none
PJNOSDWBO6SK5YOSHGBT3V46AM;USA only;San Diego
PJQ5MYARPGODA6QSVGXUV7O63M;USA only;Chicago Illinois
PJTLB7664FRULA7VT4WUXN74FM;USA only;Fort Lupton Colorado
PK6ATXI22Y4C7ZAW3OPGGY2NMM;Undetermined;none
PKESV3HRQVZG4BOCVNIFWDKBNI;Undetermined;none
PKQ2D2TRLC6W5VQW63P3IT2NYU;Undetermined;none
PKZRH7ZY5CTE3DILZEOAPTBPPA;USA only;California
PLCLHURW64JNCPBIT3V6HYQLPY;USA only;Florida
PME26OWLSE6JKG56QGHEUYB4VE;Undetermined;none
PN42RSGEQGTPRLKENYI5SYJE5Q;USA only;USA
PN4YETQ56GXU7GULSWUGV6KD3M;USA only;Indiana
PN6MHC6X43ENRRKVTJW4WPOWRM;Non-USA;new zealand
PNBFCSB5CQVZUSUKHO2Z5BALIY;USA only;Texas
POBH5OBSPCOZBYJQRCVZ5NSB4Y;Undetermined;none
POK5PHMS3ZVPURMRFDDBGSTCLI;USA only;New Jersey
POU7M64UTCVUQ2HQSVVWDAD7IU;USA only;Santa Clarita, California
PPMZG676WGZPD7FJNHDE3PCCBY;Non-USA;uk
PPPYQINPOB6ZD4MLPAD4ZRLU54;Non-USA;England
PQ4SDFQ6NPADMF6CKFVWLPVDX4;Non-USA;Canada
PQGDOOC32AYOZ2OR7EQOOBDWWA;USA only;United States
PQTZT27JCSU5KFWLO4X5O4Z4KQ;Non-USA;Croatia
PRJFDC5UFVBIFSNNE4VEPHMHAM;USA only;Oakland CA - Stockton CA - Alabama 
PS4X4LAQAUV5EYFZSENEG333VQ;Non-USA;Uganda
PT5GXE32FNFTJBLTAPGGWZZJLI;Undetermined;none
PUA67NFIVPKOI5XBMDXAFJAJYU;USA only;Illinois
PUDPWOG7HESC2X7P2KIW7Z63KQ;USA only;San Diego CA
PVLDGQDM3RC3ZRTTL4EC5EEJU4;Non-USA;North of Scotland 
PWOHIWLV2IPG3WUQE7A4NHFMMM;USA only;Michigan
PWPZEUY5HFKS3MX5D7NAPOBAQQ;Non-USA;India 
PXKTG2YPMLEQSFRSGCZHWDBFRE;Undetermined;none
PYWNLOEIM4JGTZFQ3VHCRGCUGQ;Non-USA;Baku
PZKK7FS3NYLH2UZCDLDS3NTSPM;World;Iraq - US
Q2AYYXUMRE7PAORZVUBLLJLAXQ;Undetermined;none
Q2HFUENJLBZTXWD3J76VRRQSN4;Undetermined;none
Q2NNS2UY7NO2UDA3SAXLYYACC4;USA only;Atlanta Georgia 
Q2S4NKLP6R57D7TLAHMIDPXTJE;USA only;Orlando Florida
Q2VTOMDRLENOWO3ZYNY3C7FE4U;Undetermined;none
Q3DMU2RGGTTD5SBNEWM3Z65CEQ;USA only;PA
Q3SMRIBY6IWUSQLUS5CA7LIDMQ;Non-USA;canada
Q3WYTXEBSWO5TQUJRFTOIDTLPU;Non-USA;Iran
Q4UG2V2F7HGR2QXZQBLETUNWDM;Non-USA;LINCOLNSHIRE
Q57UWERJQGL3ECDKKSKZMCG24Y;USA only;Michigan
Q5EU2S4XJ4GC37QK5GDTT57VWM;Non-USA;iran
Q5GQCJ3L2Y5NQXY645XDFR2UBA;USA only;Texas
Q7HOH24S2L5UNWUVJWEMDHNGOY;USA only;Tennessee
QAW4MUTSJJ7T7PG7SYZEULPNNI;Non-USA;india
QDIIFDV3UASL4TDHSADMUCADSQ;Undetermined;none
QDV6NX43YTFBZZUPIVE3BYOYSI;USA only;Watertown, NY
QECCCHWBEQTXL6ZLMQNEFJFP6U;Non-USA;Wigan in the Uk
QEUVW24W5RT7T5SJD6UAQ3UP6E;Undetermined;none
QF5M4JNLT4ZVXZARVJPO4JXT6Q;USA only;Mississippi
QFTXBXA5RFV75INEUHCSXRGNWE;Non-USA;UK
QG3XHUBZVKYXONB7S5BBXRIPKM;Non-USA;Italy
QGBVP2WC6VIJYD4CXHRHK7ISDQ;USA only;northern minnesota
QHWJDOIMO22HN3VFNW4IRQX4SI;USA only;South Florida
QIRO2WTQGGRQ55Y3FJVHSH4XXI;USA only;MA
QJUFUGKHNHD7MM2SZPBJJDFBGA;Non-USA;Serbia
QKU5HTDMAKWPI7L3XO3SUYAJN4;Undetermined;none
QLDC4J7X6NKAGXW6HEVPQMSAGI;Undetermined;none
QLG6T33JH2JOPXTDYR4G7BGAJU;USA only;new york - california
QLN3EX52GLX2LFSNHHFKMB7BSE;Non-USA;UK
QLZG3MHU52OLRPM4PUDKVXTOOI;Non-USA;Thailand
QMDN3G6GK2BLJUZGI5AXYZI7UA;Non-USA;Canada
QP3W75WRPNCGJ74I6NY2GMRCFA;Undetermined;none
QPBGJIVKK6DRLVJSC57QST6NGQ;Non-USA;india
QPFZ6G5KMGRR3XLDLGUMMI6RT4;USA only;indiana
QPH7HPN246IDSQVWFPT3NNY62I;Undetermined;none
QQFDYTCOXRS5MURRRSL2APP7HY;Non-USA;Karachi
QQIO2SFHFOANFF7XHRWO67JKL4;Undetermined;none
QQV22MDI2BO7ZJXXPOQQYUWLII;USA only;Maine - RI
QQZQ4QPMZ6RH6DXOULMIVCGMB4;Undetermined;none
QRM2Z7S6EIHBKM2ZMNT4ZL6C5U;USA only;georgia
QROTPS3NKOKKE7ADRJYWG6CZBQ;Non-USA;india
QSFH2TEEP7OOQQMW34TSO2JKXI;USA only;California
QSOGF4LTLFIBOJ7GSPQZXVLEJA;World;Vietnam - US
QSPED55KS6LBLAESK3AS2TUCJA;Non-USA;canada
QT3TV75Z7UH6W2Q2IMUL7SDPWM;Non-USA;Wirral, UK
QULIVX7S4HC7AKX7UQJV4HGSLU;Non-USA;North East of England
QVTL5POSCUWYHFNXWP3TAWDG2Y;Undetermined;none
QVTX6X2FBZVA3G375HEAZEZC2Q;Non-USA;London
QWNCQWFXEBFLSELA66VULTEY2Q;Non-USA;northern Germany
QWXYL3IDVUJ2T4HVHUFJR7LV7E;USA only;Ohio
QXV4FSYAFTC5BC5SEAD4TC4JEE;Undetermined;none
QXVJCQFZ5L5HSJZFCBABZ2ITVM;Undetermined;none
QXXNOTASF2XQ3MAJOWGPZ4OFTY;Undetermined;none
QYEAETDFSZRRXCWTL3LPQOLLAI;USA only;florida
QYYQMNJJOUJV6PESB4N5VDSRQQ;Undetermined;none
R233SPKRPGQYWZAB2M2VP2X3ZA;Undetermined;none
R2KLQLDDZJPM4JVZBW2LERWMWI;World;Santa Cruz, Bolivia - Middle East
R2LLIWL742KZ2VSGFEYDHIIKJM;USA only;NJ
R2O45H6QVGCIY2RLI4MXNZSP5Q;Undetermined;none
R2W6E47STS35BMS2BJOPHTAIPA;USA only;California
R2WQ5QZB7ASKAPZEIT33FC6QNY;USA only;US
R3AMJYRM5SEDFM5ZNVNIJJKCJA;USA only;Arkansas
R3LQWVCG6JSASF7RBJIJUKL2NQ;USA only;California
R3UVNIC5DPNZBRCBYCJAXF5SNQ;Non-USA;Fremantle - NZ 
R456WYPL547I273UBGS6EZKY74;World;united states - vietnam
R465LYBXTF3Q3FMZDTHFAKKVSQ;Undetermined;none
R4BJ2BAYROQDDZXSBA4AMYYH54;USA only;Rhode Island
R4YQHBT3ET4526QZPKNZ5WNTGE;USA only;North Carolina
R6UTQHA6XA3YC4JPPZ6NKSUUPU;Non-USA;australia
R6WZZKDFBTEB3EL3UMAV3JH4JY;USA only;Northern California
R6XRZUUO7FHJT45P3ENVJK5YWI;Non-USA;London, England
R7DMZDTLVD6FDGR3RKOKFITL7Y;Undetermined;none
R7SYT6HDTVZO6K5MRLWGFKUYPI;USA only;Chicago - Manasses
R7YI4SSOIVR4VG37QL2MUP3QPM;Undetermined;none
RA55O3KKCUNZGUVXNHSVSRRKRA;Non-USA;UK
RA6D4KR7NEEMW46XMEBJNQUZZQ;USA only;San Francisco - San Jose, CA 
RAKXDG4QN47JIRYDA2DBSY2CBI;USA only;California
RAU4METLWFJEVPAJZEFMJG7YEY;USA only;Connecticut
RBTKY44SNFRU4NSO3VC7CPZJJU;Undetermined;none
RBZVIY2VXPWJWLOAA6GDI3APYI;USA only;Philadelphia
RCHV4TNH5XJZCSONF5TFO34XJI;USA only;Lubbock,Tx
RCMNHN5UWOEKDHG7D6OJDLHD34;Non-USA;Hobart, Australia
RCWGHJOUB273KF4UGY4ZIPLZ34;USA only;ONTARIO CA
RD73PZWKFUSMHDLMONIPIWI7T4;USA only;Dakota
RDHPVUWC6MKMPFPRJP7URY6LZE;USA only;Dallas, Texas
RDHQQFU74D52OBLFXAB7RPJLFM;Undetermined;none
RER7BKKZXACDQEO5H4YFMDRGNU;Undetermined;none
RFSC77OFHTDW6WBXIEYC4CTZQM;Undetermined;none
RG4YSHLCAIYWSJLKCUMRKOUEAA;Non-USA;British Columbia
RGZTOV72QGOPJAL4K7EPDA3IGA;USA only;Denver, Colorado
RI5VCGO2ZNUVJEQWMZOVDO2MEU;USA only;bristol virginia
RIKQ4GK7S7YVKQLM3KD4OJQGGQ;USA only;South Padre Island, Texas. 
RILPVUP6H2ZU7CLLBLGOIK32IU;USA only;Talladega - Atlanta
RJEH3GJXFNMULVXCYFFZUC6IHA;Non-USA;Philippines 
RJYZHUJHCU5ZMN4FAEY4FPZ534;Undetermined;none
RMFE5V6ITVKKO4XIJXKPBBYJDI;World;NYC - Mexico - Canada
RMJOCRLF2VENCQXHIMPQQ4TYZ4;Non-USA;Germany - Glyfada, Greece
RNEP6FMJDWYHHSO36G4MAG7IMI;USA only;California
RNH7DOHL7PDTCH7L5NNMKLHSGU;USA only;Michigan
RO5US5OMIESTALRJ2QIXE3KY2E;USA only;Ca
RP32CMRAFCIDEE3YHICYKDRROY;USA only;Philly
RPE2STFNM4B3XXX2LQH6ODKJOM;Non-USA;Philippines
RPKSGNL2KTGY4RBPD4WA6HCYNM;USA only;California 
RQJTVUCDXXO5AY7TAWLG2ATKSI;USA only;Arkansas
RR5JNTMES3YRV7JH2Y2HEY6Z5M;Undetermined;none
RSADVH5KGCTSGE7EV7AWLYRWIU;Non-USA;Flores Island 
RSYOQSS374YTLCMPDTKOXMWZII;USA only;Texas
RT7AXZWB6U6PBTBD42HE6O2ZBI;USA only;boston
RTBLXPF4ISGSONRSGEYHIWIF24;Non-USA;Bangalore,India
RTKQQN3IV6E6UHQWAANWFWD624;USA only;Seattle
RTLOHTUEZXLXOCFQ5PWNA7PTLQ;USA only;Orange County
RU7GH7D2UNYO3SJG5NR3Z6HOWQ;USA only;Atlanta
RULVLHWCIB7HLXXOGBEBQEJOLI;Non-USA;India
RUUUZQNY3T364ISONAMVOM5W5I;Undetermined;none
RWDXCLKCA6RKPT5IH7IGZ3L6ZY;USA only;south florida - Pensacola
RWFPRIN6EOIQAFGRZZG6MD3A4A;Non-USA;Wimbledon, UK
RWJ6V7NY7UH2WS2CXKRI3XRXTQ;USA only;NY
RWN4EY5ODNZRELCC7LK43FLELI;Non-USA;Ireland 
RWOHPKZQTQZIINNKNBF3UPDBJI;Non-USA;Colombia
RY4W2DKSHLBNHR7JOFBBF65BX4;Undetermined;none
RZHJMMA335S2JZO7F547PCU5EE;Non-USA;Liverpool UK - Turkey
RZQZ74U7CHRJMSYP6G5BNPICGU;Non-USA;Dublin
RZWIWV6UUUIEVQNW262OKPYE6M;Non-USA;Australia 
S22BTJVG2OVXNDVODYO6QTMZOE;Non-USA;North West Kent
S2AO2URXMFB44MHPYOU7F5LYM4;Undetermined;none
S2YSORP546URA3LDIY76YQUYPE;USA only;Texas
S346OE4B43JV4PAKXANHE7Y4UM;USA only;Nashville
S3CDPABEV7B5LXVU4DJJHEIWXI;USA only;San Diego,CA
S45Q77BTYVSRRPBZFZJ7G22ME4;Non-USA;Jamshoro, Sindh, Pakistan
S4PVHVQJFSMSNBLE53OC5GE7YQ;USA only;Texas.
S4ZZME3CIA5WFG4DULDZO7VETM;USA only;CHICAGO
S5AGW7AJIB42CEQG5BAVP7JYGI;Undetermined;none
S5VOA4WABE4735FKYCWPDLMHHI;USA only;springfield,ohio
S5XTJ4PCY7RK3SWPWO53WPVLQA;Non-USA;Argentina
S7ZOUGNZ4GJX2ZXN6TRLUVCJZ4;USA only;Kentucky
SA2D2JOBEXNVYU6RERSYVO66BU;Non-USA;Wales, U.K
SARZNBPSUFGWT4RQ3ECGUGWC7E;Undetermined;none
SAWLYL2EONRC6MR52A4W67H2V4;Undetermined;none
SBNMPGMBEGKZMTB6R5JEKGOGWI;Undetermined;none
SBS5ZCKTU742FDXLUAFMCWYFRI;USA only;mempis tn
SBSJ5GILQHO7JQX4QDGLAH4XTA;USA only;San Jose
SC2ZE22XQXJ4IVOVHPJAH2HIUQ;Non-USA;argentina
SD5Z6Y666CXVVBAIYAA5FXJAJQ;World;Connecticut - peru - New York
SE7GY56J7IMXDV6DF7V2CSADRI;World;europe - US(New York)
SEESPRDJO6AA4A5ZASYAIAZ7XY;Non-USA;Australia
SEG3U6VQFI6FAGWC3IDANLD77A;USA only;San Francisco
SELYY46GJCMK5ADQ75ZSMJRLYU;Non-USA;London (UK)
SFJL7AH3RATI3VEBFK4WDWQ2SE;Undetermined;none
SFTAXGDWRYKDABPAGND7FFXZL4;USA only;Massachusetts
SFTCMZFHEYPFKSY5CEHHFDXDWA;Non-USA;Manchester, UK
SG5FN7WFE53LD5SRBGGV5US6TU;Undetermined;none
SG5FQ36SAZYGG2UWR7E24FNOSQ;USA only;San Diego - San Fransico - Sacremento - Portland Oregon 
SHC6L3Y4JGJYELVUR3LSNNAUZI;USA only;north carolina
SHNHKECAPA75RM3IIDIXMDTJ6M;USA only;central Idaho
SICLBSTVNMOUDYZ3Q2YVYWEFXA;Non-USA;Transylvania
SICTWXI4WFUSBFOCBP77WEK5QI;Non-USA;Nuneaton - bideford
SJFSZP66EMOF5CHVFQ2AB2D6LY;USA only;Ohio
SJGEOFSHQMMS3PFT6I2SFXJSQE;USA only;Hollywood 
SJSXZDPUZL2IYVFTNSSOX5WLZI;Undetermined;none
SJTUIVVKUVZ2IPWJQJH34U4WO4;Undetermined;none
SJXNH7ARZZCRQHYHPPUZCJ5NEQ;Undetermined;none
SKKERZI6UQ7FBBVCX4ZNBXSLZI;Undetermined;none
SLGI5NNFBV4LMCAQLP5XEVR3DU;USA only;Southern CA
SLVVHQAZW27S355PPM4UX2YP5M;Non-USA;INDIA
SM2FXQYBAH2ZHQPLVKQHNLGMHE;Undetermined;none
SM4ZJADU5H53VJSJKHWOCQPFTI;Undetermined;none
SMN34DQRCGHZF6V6DFU2WTHVCY;Non-USA;Iraq
SNLBLOTARSMGI3TWT55C3NETMI;USA only;Michigan
